Bike Name,Price,Model Year,Mileage,City
Chinese Bikes 125  2013 ,PKR 2.2 lacs,2013,13 km,Lahore
Honda CG 125  2021 ,PKR 1.3 lacs,2021,"5,000 km",Karachi
Honda CD 70  2015 ,"PKR 75,000",2015,200 km,Rawalpindi
United US 125 Deluxe  2019 ,PKR 1.35 lacs,2019,"1,234 km",Karachi
Suzuki GS 150  2022 ,PKR 3.2 lacs,2022,"20,000 km",Lahore
Suzuki GS 150  2021 ,PKR 2.9 lacs,2021,"16,000 km",Sialkot
Honda CG 125  2023 ,PKR 2.1 lacs,2023,"12,345 km",Attock
Honda CG 125  2024 ,PKR 2.08 lacs,2024,"9,000 km",Karachi
Yamaha YB 125Z   2022 ,PKR 3 lacs,2022,"18,000 km",Jauharabad
Union Star 70 Deluxe  2022 ,"PKR 75,000",2022,"4,000 km",Rawalpindi
Yamaha YD-100 Junoon  2008 ,"PKR 80,000",2008,"50,000 km",Lahore
Honda CG 125  2018 ,PKR 1.25 lacs,2018,"11,500 km",Islamabad
Honda CB 125F  2025 ,PKR 3.65 lacs,2025,"2,900 km",Gujrat
Yamaha YB 125Z   2021 ,PKR 2.2 lacs,2021,"30,500 km",Karachi
Honda CG 125  2022 ,PKR 1.65 lacs,2022,"16,480 km",Sialkot
Honda CB 150F  2025 ,PKR 4.7 lacs,2025,"12,359 km",Nowshera
Honda CD 70  2022 ,PKR 1.2 lacs,2022,"10,000 km",Lahore
United US 70  2021 ,"PKR 78,000",2021,"4,500 km",Sahiwal
Honda CG 125  2021 ,PKR 1.5 lacs,2021,"30,000 km",Lahore
Honda Pridor  2018 ,"PKR 90,000",2018,"5,000 km",Lahore
Super Star Scooty EV  2025 ,PKR 2.2 lacs,2025,1 km,Rawalpindi
Super Star Scooty EV  2025 ,"PKR 98,000",2025,1 km,Rawalpindi
Super Star Scooty EV  2025 ,PKR 2.2 lacs,2025,1 km,Rawalpindi
Honda CD 70  2025 ,PKR 1.48 lacs,2025,"3,600 km",Faisalabad
Super Power SP 70  2016 ,"PKR 68,000",2016,"20,000 km",Karachi
Union Star US 70cc  2020 ,"PKR 52,000",2020,"15,000 km",Lahore
Metro Boom 70  2025 ,PKR 1.9 lacs,2025,25 km,Faisalabad
Honda CB 125F  2023 ,PKR 3.4 lacs,2023,"6,000 km",Islamabad
Safari SD 70  2014 ,"PKR 40,000",2014,"60,000 km",Lahore
Honda CD 70  2023 ,PKR 1.35 lacs,2023,"14,000 km",Lahore
Honda CD 70  2023 ,PKR 1.35 lacs,2023,"14,000 km",Lahore
Yamaha YBR 125  2022 ,PKR 3.2 lacs,2022,"15,000 km",Talagang
Union Star US 70cc  2017 ,"PKR 67,000",2017,"30,000 km",Rawalpindi
Honda CG 125  2023 ,PKR 1.75 lacs,2023,"9,000 km",Karachi
Honda CD 70  2005 ,"PKR 42,000",2005,"10,000 km",Gujranwala
Honda CG 125  2010 ,"PKR 99,000",2010,"200,000 km",Lahore
Honda CD 70  2015 ,"PKR 95,000",2015,"100,000 km",Karachi
Suzuki DR650SE  2019 ,PKR 35 lacs,2019,"5,000 km",Islamabad
Yamaha Star Stryker  2012 ,PKR 35 lacs,2012,"5,000 km",Islamabad
Unique Xtreme UD 70  2016 ,"PKR 50,000",2016,"20,000 km",Mansehra
Honda CG 125  2013 ,PKR 1.3 lacs,2013,123 km,Attock
United US 100  2012 ,"PKR 50,000",2012,"55,580 km",Multan
Road Prince 70 Passion Plus  2025 ,PKR 1.05 lacs,2025,15 km,Lahore
Road Prince 150 Wego  2016 ,PKR 2.4 lacs,2016,"6,000 km",Gujranwala
Yamaha YBR 125  2021 ,PKR 2.75 lacs,2021,"30,000 km",Taxila
Honda CD 70  2019 ,"PKR 75,000",2019,"50,000 km",Gujranwala
Honda CG 125  2022 ,PKR 1.55 lacs,2022,"15,000 km",Lahore
Honda CG 125  2025 ,PKR 2.25 lacs,2025,"2,020 km",Lahore
Yamaha YBR 125G  2021 ,PKR 2.75 lacs,2021,"2,500 km",Taxila
Honda CG 125  2023 ,PKR 1.85 lacs,2023,"200,000 km",Rawalpindi
Ravi Humsafar 70  2021 ,"PKR 60,000",2021,"10,000 km",Kohat
Honda CB 125F  2022 ,PKR 2.8 lacs,2022,"12,000 km",Sialkot
Honda CG 125  2023 ,PKR 1.95 lacs,2023,"22,000 km",Faisalabad
Hi Speed CDI SR-70CC EURO-2  2022 ,"PKR 65,000",2022,"25,000 km",Karachi
Supreme  SP 70 Plus  2025 ,"PKR 90,000",2025,88 km,Karachi
Unique UD 70  2022 ,"PKR 80,000",2022,"50,000 km",Mansehra
Honda CG 125  2023 ,PKR 2.05 lacs,2023,"5,000 km",Attock
Honda CD 70  2021 ,PKR 1.03 lacs,2021,"12,345 km",Jhang
Yamaha YB 125Z   2018 ,PKR 1.75 lacs,2018,"50,000 km",Dera Ghazi Khan
Honda CG 125  2024 ,PKR 1.98 lacs,2024,"9,000 km",Faisalabad
Honda CG 125  2022 ,PKR 1.7 lacs,2022,"18,000 km",Faisalabad
Honda CG 125  2023 ,PKR 2 lacs,2023,"2,900 km",Sialkot
Suzuki GS 150  2021 ,PKR 3.2 lacs,2021,"17,000 km",Multan
Suzuki GS 150  2017 ,PKR 2.6 lacs,2017,"34,000 km",Rawalpindi
Suzuki GD 110S  2024 ,PKR 3.43 lacs,2024,"2,600 km",Faisalabad
Union Star US 70cc  2021 ,"PKR 70,000",2021,"70,000 km",Rawalpindi
Yamaha Royale YB 100  2008 ,"PKR 45,000",2008,100 km,Bahawalpur
Zongshen 150  2019 ,PKR 3.1 lacs,2019,"20,000 km",Peshawar
Metro MR 70  2023 ,"PKR 60,000",2023,"10,000 km",Rawalpindi
Honda CD 70  2019 ,"PKR 98,000",2019,"123,456 km",Lahore
Yamaha YBR 125  2023 ,PKR 3.9 lacs,2023,"25,000 km",Islamabad
Honda CG 125  2015 ,PKR 1 lacs,2015,"25,000 km",Lahore
Honda CG 125  2022 ,PKR 1.7 lacs,2022,"306,040 km",Karachi
Honda CD 70  2017 ,"PKR 71,000",2017,"24,000 km",Hafizabad
Honda CG 125  2002 ,"PKR 95,000",2002,"10,000 km",Faisalabad
Yamaha YBR 125G  2023 ,PKR 4.1 lacs,2023,"12,000 km",Islamabad
Suzuki GS 150  2014 ,PKR 1.65 lacs,2014,"10,000 km",Karachi
Honda CD 70  2011 ,"PKR 50,000",2011,"10,000 km",Lahore
United US 70  2024 ,PKR 2.5 lacs,2024,"5,000 km",Karachi
Honda CG 125  2023 ,PKR 1.58 lacs,2023,"16,562 km",Sadiqabad
Honda CG 125  2021 ,PKR 1.55 lacs,2021,"25,000 km",Faisalabad
Super Star CD 70  2024 ,PKR 1 lacs,2024,"8,000 km",Karachi
Honda CG 125  2021 ,PKR 1.75 lacs,2021,"30,000 km",Islamabad
Union Star 70 Deluxe  2023 ,"PKR 78,000",2023,"2,500 km",Abbottabad
Honda CD 70  2021 ,PKR 1.1 lacs,2021,"16,000 km",Faisalabad
Union Star US 70cc  2024 ,PKR 1.15 lacs,2024,"5,400 km",Islamabad
Honda CD 70 Dream  2022 ,PKR 1.45 lacs,2022,"6,800 km",Islamabad
Honda CD 70  2023 ,PKR 1.42 lacs,2023,"19,000 km",Jhelum
Super Power SP 150 Archi  2020 ,PKR 2.1 lacs,2020,"25,000 km",Karachi
Honda CG 125  2021 ,PKR 1.6 lacs,2021,"123,459 km",Islamabad
Honda CG 125  2019 ,PKR 1.9 lacs,2019,"19,000 km",Jhelum
Suzuki GS 150 SE  2020 ,PKR 2.69 lacs,2020,"34,000 km",Multan
Road Prince 70 Passion Plus  2025 ,PKR 4.8 lacs,2025,45 km,Sukkur
Super Power SP 70  2021 ,"PKR 57,000",2021,"10,000 km",Quetta
Honda CG 125  2025 ,PKR 2.42 lacs,2025,170 km,Rawalpindi
Honda CD 70  2006 ,"PKR 45,000",2006,"100,000 km",Lahore
Honda CG 125  1900 ,PKR 2.25 lacs,1900,"3,000 km",Kot addu
United US 70  2019 ,"PKR 65,000",2019,"50,000 km",Abbottabad
Honda Pridor  2022 ,PKR 1.83 lacs,2022,"19,000 km",Wah cantt
Honda Pridor  2018 ,PKR 1.24 lacs,2018,"58,500 km",Lahore
Honda CG 125  2021 ,PKR 2.1 lacs,2021,"24,000 km",Chakwal
Super Asia SA 70  2016 ,"PKR 48,000",2016,"20,000 km",Rawalpindi
Hi Speed CDI SR-70CC EURO-2  2021 ,"PKR 75,000",2021,"30,000 km",Attock
Super Power SP 70  2021 ,"PKR 61,000",2021,"10,000 km",Karachi
Yamaha Dhoom YD-70  2022 ,"PKR 85,000",2022,"55,000 km",Karachi
Hi Speed CDI SR-70CC EURO-2  2024 ,"PKR 80,000",2024,"5,000 km",Multan
Honda Pridor  2021 ,PKR 1.25 lacs,2021,"15,000 km",Lahore
Honda Pridor  2015 ,"PKR 94,000",2015,"45,000 km",Faisalabad
Honda CG 125  2024 ,PKR 2.1 lacs,2024,"4,000 km",Karachi
United US 70  2017 ,"PKR 53,500",2017,"20,000 km",Islamabad
United US 70  2021 ,"PKR 80,000",2021,"3,046 km",Haripur
Honda CG 125  2022 ,PKR 1.75 lacs,2022,"23,000 km",Multan
Super Star CD 70  2013 ,"PKR 38,000",2013,"20,000 km",Sahiwal
Suzuki GD 110S  2022 ,PKR 2.7 lacs,2022,"13,700 km",Multan
Suzuki Other  2025 ,PKR 4.9 lacs,2025,"1,500 km",Karak
Honda CG 125  2021 ,PKR 1.4 lacs,2021,"111,138 km",Lahore
Yamaha YB 125Z-DX  2023 ,PKR 3.6 lacs,2023,"21,000 km",Islamabad
United US 70  2023 ,"PKR 80,000",2023,"3,838 km",Faisalabad
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"10,000 km",Abbottabad
Honda Pridor  2021 ,PKR 1.35 lacs,2021,"28,000 km",Karachi
Honda CG 125  2020 ,PKR 1.4 lacs,2020,"60,000 km",Multan
Pak Hero RF 70  2009 ,"PKR 34,000",2009,"5,000 km",Rawalpindi
Honda CD 70  2020 ,"PKR 50,000",2020,"15,000 km",Lahore
Honda CD 70  2024 ,PKR 1.47 lacs,2024,"5,200 km",Faisalabad
Honda CD 70  2025 ,PKR 1.49 lacs,2025,"2,000 km",Lahore
Suzuki GS 150  2022 ,PKR 3.7 lacs,2022,"10,000 km",Hassan abdal
Honda CD 70  2025 ,PKR 1.55 lacs,2025,"9,900 km",Lahore
Honda CG 125  2023 ,PKR 2.45 lacs,2023,"10,000 km",Faisalabad
Honda CG 125  2023 ,PKR 1.85 lacs,2023,"1,000 km",Sialkot
Road Prince 70 Passion Plus  2018 ,"PKR 42,000",2018,"20,000 km",Peshawar
Honda CG 125  2021 ,PKR 1.35 lacs,2021,"19,000 km",Sargodha
Honda CD 70  2015 ,"PKR 65,000",2015,"10,000 km",Karachi
Honda CD 70  1987 ,"PKR 30,000",1987,"50,000 km",Multan
Honda CD 70  2025 ,PKR 1.55 lacs,2025,10 km,Sialkot
Super Power SP 70  2019 ,"PKR 59,999",2019,"50,000 km",Karachi
Honda CG 125  2024 ,PKR 2.73 lacs,2024,400 km,Lahore
Honda CB 150F  2022 ,PKR 3.6 lacs,2022,"27,000 km",Karachi
Honda CG 125  2023 ,PKR 1.82 lacs,2023,"14,700 km",Okara
Honda CG 125  2016 ,PKR 1.4 lacs,2016,"31,000 km",Islamabad
Honda CG 125  2025 ,PKR 2.4 lacs,2025,"3,700 km",Rawalpindi
Suzuki GD 110S  2021 ,PKR 2.54 lacs,2021,"30,000 km",Sialkot
Honda CG 125  2024 ,PKR 1.9 lacs,2024,"8,000 km",Lahore
Honda CG 125  2022 ,PKR 1.7 lacs,2022,"306,042 km",Karachi
Super Power SP 70  2022 ,"PKR 70,000",2022,"4,000 km",Karachi
Honda CBR 150R  2024 ,PKR 2.6 lacs,2024,"20,255 km",Mardan
Honda CD 70  1998 ,"PKR 35,000",1998,"20,000 km",Wah cantt
Honda CD 70  2024 ,PKR 1.31 lacs,2024,"10,000 km",Faisalabad
Safari SD 70  2013 ,"PKR 45,000",2013,"50,000 km",Fateh Jang
Kawasaki GTO 110  1983 ,PKR 1.9 lacs,1983,"12,228 km",Islamabad
Suzuki Boulevard M109R  2013 ,PKR 32.5 lacs,2013,"22,000 km",Faisalabad
Crown CRLF 70  2017 ,"PKR 46,000",2017,"123,456 km",Lahore
Honda CG 125  2024 ,PKR 2.29 lacs,2024,"1,500 km",Rawalpindi
Honda CG 125  2021 ,PKR 1.5 lacs,2021,"35,000 km",Mian Wali
Honda Pridor  2021 ,PKR 1.5 lacs,2021,"30,600 km",Chakwal
Honda CD 70  2007 ,"PKR 80,000",2007,"25,884 km",Islamabad
Honda CG 125  2025 ,PKR 2.27 lacs,2025,"1,834 km",Karachi
Honda CG 125  2022 ,PKR 1.7 lacs,2022,"10,000 km",Mandi bahauddin
Honda CD 70  2023 ,PKR 1.37 lacs,2023,"28,000 km",Rawalpindi
Honda CG 125  2022 ,PKR 1.75 lacs,2022,"20,000 km",Lahore
Honda CG 125 Special Edition  2019 ,PKR 2.5 lacs,2019,"3,800 km",Khanewal
United US 70  2019 ,"PKR 82,000",2019,"27,000 km",Rawalpindi
United US 70  2019 ,"PKR 82,000",2019,"27,000 km",Rawalpindi
Road Prince 70 Passion Plus  2024 ,"PKR 81,000",2024,"3,800 km",Multan
Super Star CD 70  2024 ,"PKR 95,000",2024,"8,700 km",Karachi
Honda CG 125  2023 ,PKR 1.95 lacs,2023,"15,000 km",Mardan
Super Star CD 70  2017 ,"PKR 60,000",2017,"123,456 km",Karachi
Super Power SP 70  2022 ,"PKR 65,000",2022,"10,000 km",Karachi
Honda CB 150F  2022 ,PKR 2.85 lacs,2022,"11,400 km",Karachi
Honda CG 125  2018 ,PKR 1.8 lacs,2018,"21,811 km",Sahiwal
Honda CD 70  2019 ,"PKR 95,000",2019,"20,000 km",Faisalabad
Honda CB 150F  2024 ,PKR 5 lacs,2024,"6,000 km",Karachi
United US 70  2022 ,"PKR 72,000",2022,500 km,Mardan
United US 70  2023 ,"PKR 80,000",2023,"13,584 km",Faisalabad
United US Scooty 100  2024 ,"PKR 85,000",2024,"6,000 km",Abbottabad
Honda CD 70  2023 ,PKR 1.15 lacs,2023,"12,000 km",Lahore
Chinese Bikes 150cc  2003 ,PKR 2 lacs,2003,"10,000 km",Islamabad
Suzuki GS 150 SE  2020 ,PKR 2.75 lacs,2020,"10,000 km",Karachi
Honda CG 125  2021 ,PKR 1.55 lacs,2021,"10,000 km",Taxila
Honda CG 125  2018 ,PKR 1.25 lacs,2018,"90,000 km",Pattoki
Honda CD 70  2021 ,PKR 1.2 lacs,2021,"28,000 km",Rawalpindi
United US 125 Euro II  2021 ,"PKR 85,000",2021,"15,000 km",Karachi
Yamaha Dhoom YD-70  2022 ,"PKR 73,000",2022,"16,000 km",Karachi
Honda CD 70  2023 ,PKR 1.25 lacs,2023,"9,000 km",Sadiqabad
ZXMCO ZX 70 Thunder Plus  2019 ,"PKR 65,000",2019,"1,000 km",Abbottabad
Honda CB 150F  2021 ,PKR 3.9 lacs,2021,"22,000 km",Islamabad
Suzuki GS 150  2022 ,PKR 3.25 lacs,2022,"7,251 km",Multan
Honda Deluxe  2017 ,PKR 2.1 lacs,2017,"11,000 km",Swabi
United US 125 Euro II  2020 ,"PKR 68,000",2020,123 km,Karachi
United US 70  2024 ,"PKR 68,000",2024,786 km,Faisalabad
Ducati Superleggera V4  2022 ,PKR 7.35 lacs,2022,"11,000 km",Karachi
Honda CB 150F  2019 ,PKR 2.7 lacs,2019,"50,000 km",Lahore
Yamaha YBR 125G  2021 ,PKR 7 lacs,2021,"6,000 km",Rawalpindi
Honda CD 70  2025 ,PKR 1.6 lacs,2025,"1,060 km",Multan
Honda CG 125  2018 ,PKR 1.1 lacs,2018,"4,551 km",Karachi
Suzuki GS-125  2023 ,PKR 4.25 lacs,2023,"10,000 km",Sargodha
Hi Speed Cyclone 250  2025 ,PKR 7.5 lacs,2025,1 km,Lahore
OW Ducatin 400cc  2024 ,PKR 8.5 lacs,2024,500 km,Lahore
NPTC Trail  2011 ,"PKR 60,000",2011,"10,000 km",Karachi
Honda CG 125  2014 ,PKR 1.1 lacs,2014,"2,550 km",Lahore
Chinese Bikes Other  2025 ,"PKR 90,000",2025,"5,000 km",Hyderabad
Hi Speed SR 200  2025 ,PKR 6 lacs,2025,1 km,Hyderabad
United US 70  2021 ,"PKR 50,000",2021,"15,000 km",Faisalabad
Hi Speed Cyclone 250  2025 ,PKR 7.45 lacs,2025,1 km,Hyderabad
BMW F 850 GS  2021 ,PKR 87 lacs,2021,"16,500 km",Islamabad
Honda CB 150F  2025 ,PKR 4.9 lacs,2025,600 km,Karachi
Honda CG 125  2025 ,PKR 3.05 lacs,2025,296 km,Rawalpindi
Yamaha YBR 125  2019 ,PKR 2.6 lacs,2019,"60,000 km",Lahore
Honda CG 125  2007 ,PKR 1 lacs,2007,"10,000 km",Karachi
Honda CG 125  2022 ,PKR 1.75 lacs,2022,"22,000 km",Mandi bahauddin
Honda CG 125  2016 ,PKR 1.27 lacs,2016,100 km,Skardu
Honda CG 125  2025 ,PKR 2.37 lacs,2025,"1,008 km",Gujranwala
Honda CG 125  2025 ,PKR 2.37 lacs,2025,"1,008 km",Gujranwala
Honda CD 70  2022 ,PKR 1.17 lacs,2022,"12,000 km",Gujrat
Super Power SP 70  2024 ,"PKR 98,000",2024,"3,130 km",Karachi
Honda CG 125  2023 ,PKR 2.1 lacs,2023,"8,000 km",Okara
Super Power SP 70  2019 ,"PKR 42,000",2019,"30,000 km",Karachi
Kawasaki Ninja 150cc RR  2021 ,PKR 5 lacs,2021,"1,700 km",Islamabad
Road Prince 70 Passion Plus  2024 ,"PKR 81,000",2024,"4,000 km",Multan
Honda CG 125  2018 ,PKR 1.1 lacs,2018,"55,000 km",Kotli Ak
Yamaha YBR 125  2018 ,PKR 2.7 lacs,2018,"50,000 km",Rawalpindi
Honda CD 70 Dream  2017 ,PKR 1.1 lacs,2017,"80,000 km",Lahore
DYL YD-125   2018 ,PKR 1.75 lacs,2018,"12,345 km",D.G.Khan
United US 125 Deluxe  2017 ,PKR 1.4 lacs,2017,"20,900 km",Karachi
Suzuki Gixxer 150  2021 ,PKR 7.2 lacs,2021,"18,000 km",Lahore
Yamaha YBR 125  2023 ,PKR 4.3 lacs,2023,"4,373 km",Rawalpindi
Suzuki GS 150 SE  2021 ,PKR 3.2 lacs,2021,"48,000 km",Wah cantt
Metro E8S pro  2025 ,PKR 2.75 lacs,2025,430 km,Peshawar
Honda CG 125  2021 ,PKR 1.99 lacs,2021,"34,000 km",Karachi
Honda CG 125  2024 ,PKR 2.2 lacs,2024,"2,034 km",Karachi
Super Star Scooty EV  2025 ,PKR 1.5 lacs,2025,"3,500 km",Mirpur A.K.
Honda CB 125F  2021 ,PKR 2.8 lacs,2021,"60,000 km",Islamabad
Honda CB 150F  2024 ,PKR 4.37 lacs,2024,"4,000 km",Lala musa
Honda CG 125  2022 ,PKR 1.9 lacs,2022,"31,628 km",Layyah
Suzuki Raider 110  2015 ,PKR 1.1 lacs,2015,"25,000 km",Karachi
Honda CD 70  2022 ,PKR 1.1 lacs,2022,"19,758 km",Sialkot
Honda CD 70  2025 ,PKR 1.65 lacs,2025,"1,600 km",Rawalpindi
Suzuki GS-125  2024 ,PKR 4.5 lacs,2024,"5,000 km",Rawalpindi
Yamaha YBR 125G  2021 ,PKR 3.2 lacs,2021,"10,000 km",Rawalpindi
Yamaha RX 115  1983 ,PKR 3 lacs,1983,"2,000 km",Karachi
Honda CG 125  1999 ,PKR 2 lacs,1999,"3,500 km",Faisalabad
Yamaha YBR 125  2021 ,PKR 3.25 lacs,2021,"21,000 km",Karachi
Chinese Bikes OW Ninja 250cc  2023 ,PKR 5.5 lacs,2023,"7,400 km",Sialkot
Honda CG 125  2021 ,PKR 1.7 lacs,2021,"22,000 km",Peshawar
Honda CG 125  2023 ,PKR 1.78 lacs,2023,"199,999 km",Mardan
Honda CG 125  2023 ,PKR 1.8 lacs,2023,"10,000 km",Multan
Honda CG 125  2023 ,PKR 1.8 lacs,2023,"38,000 km",Lahore
Honda CG 125  2024 ,PKR 2.75 lacs,2024,"12,600 km",Wah cantt
YJ Future Mehran  2024 ,PKR 1.4 lacs,2024,"1,200 km",Peshawar
United US 125 Euro II  2016 ,"PKR 85,000",2016,"45,000 km",Chakwal
Honda CG 125  2019 ,PKR 1.45 lacs,2019,"40,000 km",Islamabad
Benelli 180S  2021 ,PKR 6.75 lacs,2021,"17,540 km",Sialkot
Suzuki GS 150  2017 ,PKR 2.8 lacs,2017,"45,000 km",Hyderabad
Yamaha YBR 125  2022 ,PKR 3.5 lacs,2022,"11,000 km",Faisalabad
NPTC JMS 650   2022 ,"PKR 95,000",2022,1 km,Rawalpindi
BMW R1200 GS Adventure  2015 ,Call,2015,"10,500 km",Lahore
Union Star US 70cc  2010 ,"PKR 50,000",2010,"99,000 km",Karachi
Suzuki GS 150  2017 ,PKR 2.2 lacs,2017,"10,632 km",Faisalabad
Hi Speed Cyclone 250  2023 ,PKR 2 lacs,2023,"10,000 km",Islamabad
Honda CD 70  2023 ,PKR 1.35 lacs,2023,"17,250 km",Karachi
Honda CG 125 Special Edition  2025 ,PKR 2.78 lacs,2025,"5,550 km",Lahore
Honda CG 125  2024 ,PKR 2.15 lacs,2024,"4,000 km",Swabi
Hi Speed SR 200  2023 ,PKR 4.1 lacs,2023,"17,000 km",Islamabad
Super Power SP 70  2017 ,"PKR 19,000",2017,"30,000 km",Lahore
Suzuki GS 150 SE  2022 ,PKR 3.69 lacs,2022,"24,000 km",Islamabad
Honda CD 70  2024 ,PKR 1.45 lacs,2024,"183,694 km",Lahore
Honda CD 70  2025 ,PKR 1.6 lacs,2025,"1,800 km",Karachi
Honda CG 125  2022 ,PKR 2 lacs,2022,"4,048 km",Bhalwal
Honda CG 125  2021 ,PKR 1.55 lacs,2021,"20,000 km",Fateh Jang
Honda CG 125  2025 ,PKR 2.45 lacs,2025,"4,470 km",Karachi
Suzuki GS 150 SE  2021 ,PKR 3.25 lacs,2021,"42,000 km",Karachi
Honda CG 125  2017 ,PKR 1.29 lacs,2017,"29,000 km",Faisalabad
Honda CD 70  2022 ,PKR 1.18 lacs,2022,123 km,Mian Wali
United US 100  2019 ,"PKR 75,000",2019,"100,000 km",Gujar Khan
Honda CD 70 Dream  2021 ,PKR 1.28 lacs,2021,"13,775 km",Haripur
United US 70  2021 ,"PKR 62,000",2021,"30,000 km",Rawalakot
Honda CG 125  2022 ,PKR 1.75 lacs,2022,"32,000 km",Chakwal
Honda CD 70  2017 ,"PKR 75,000",2017,"10,000 km",Karachi
Honda CD 70  2022 ,PKR 1.3 lacs,2022,"21,000 km",Rawalpindi
Honda Pridor  2025 ,PKR 2 lacs,2025,"2,470 km",Jhelum
Honda CD 70 Dream  2017 ,"PKR 75,000",2017,"15,000 km",Jhang
Unique Xtreme UD 70  2024 ,PKR 1.07 lacs,2024,"4,800 km",Karachi
Honda CG 125  2021 ,PKR 2 lacs,2021,"4,000 km",Lahore
Honda CG 125  2019 ,PKR 1.5 lacs,2019,"38,000 km",Jhelum
Pakzon Electric PE-70L  2025 ,PKR 1.6 lacs,2025,"2,700 km",Karachi
Suzuki GR 150  2022 ,PKR 4.5 lacs,2022,"10,200 km",Islamabad
Honda CG 125  2025 ,PKR 2.8 lacs,2025,"3,000 km",Mardan
Honda CG 125  2024 ,PKR 1.99 lacs,2024,"17,000 km",Multan
Yamaha YBR 125  2019 ,PKR 2.6 lacs,2019,"37,000 km",Talagang
Honda CD 70  2016 ,"PKR 85,000",2016,"60,000 km",Rawalpindi
Union Star 70 Deluxe  2021 ,"PKR 65,000",2021,"35,000 km",Karachi
Honda CG 125  2023 ,PKR 1.8 lacs,2023,"10,000 km",Mardan
Road Prince Other  2020 ,"PKR 55,000",2020,"94,378 km",Taxila
Metro Thrill  2024 ,PKR 1.65 lacs,2024,800 km,Tando adam
United US 70  2013 ,"PKR 45,000",2013,"11,546 km",Karachi
Honda CD 70  2018 ,"PKR 75,000",2018,"10,000 km",Sialkot
Honda CD 70  2020 ,PKR 1.05 lacs,2020,"42,800 km",Lahore
Suzuki GS 150  2014 ,PKR 2 lacs,2014,"40,000 km",Rawalpindi
Honda CD 70  2015 ,"PKR 70,000",2015,"60,000 km",Rawalpindi
Chinese Bikes Other  2024 ,PKR 6 lacs,2024,"6,919 km",Islamabad
Honda CG 125  2022 ,PKR 1.58 lacs,2022,"18,000 km",Karachi
Metro E8S pro  2023 ,PKR 2.4 lacs,2023,"20,000 km",Faisalabad
Honda CG 125  2023 ,PKR 1.8 lacs,2023,"12,000 km",Sialkot
Road Prince 70 Passion Plus  2022 ,"PKR 70,000",2022,"10,000 km",Lahore
Honda CG 125  2021 ,PKR 1.8 lacs,2021,"23,000 km",Attock
Honda CD 70  2023 ,PKR 1.38 lacs,2023,"13,500 km",Faisalabad
Metro MR 70  2017 ,"PKR 35,000",2017,"100,000 km",Rawalpindi
Honda CG 125  2001 ,PKR 1.7 lacs,2001,"9,000 km",Islamabad
United US 70  2017 ,"PKR 44,000",2017,"25,000 km",Islamabad
Honda CD 70  2021 ,PKR 1.2 lacs,2021,"50,000 km",Wah cantt
Hi Speed CDI SR-70CC EURO-2  2022 ,"PKR 55,000",2022,"20,000 km",Islamabad
Kawasaki Ninja ZX-6R  2006 ,PKR 14 lacs,2006,"30,000 km",Rawalpindi
Honda CG 125  2021 ,PKR 1.9 lacs,2021,"15,000 km",Lahore
Honda CG 125 Special Edition  2025 ,PKR 3.1 lacs,2025,"2,500 km",Mansehra
United US 100  2018 ,"PKR 23,000",2018,"50,000 km",Lahore
Honda CD 70  2023 ,PKR 1.22 lacs,2023,"5,000 km",Multan
Honda CB 150F  2023 ,PKR 4.5 lacs,2023,"15,000 km",Karachi
Union Star US 70cc  2022 ,"PKR 80,000",2022,"10,000 km",Islamabad
Honda CD 70  2022 ,PKR 1.14 lacs,2022,"28,000 km",Multan
Honda CG 125  2023 ,PKR 1.78 lacs,2023,"2,000 km",Swabi
Honda CD 70  2020 ,"PKR 82,000",2020,"2,000 km",Karachi
Yamaha YB 125Z   2022 ,PKR 2.95 lacs,2022,"21,000 km",Hyderabad
Honda CG 125  2021 ,PKR 1.55 lacs,2021,"25,000 km",Lahore
New Asia Ramza F507  2025 ,PKR 2.2 lacs,2025,449 km,Lahore
Hi Speed SR 70  2023 ,"PKR 55,000",2023,"5,000 km",Islamabad
Honda CG 125  2012 ,"PKR 90,000",2012,"585,858 km",Karachi
Honda Pridor  2021 ,PKR 1.75 lacs,2021,"14,100 km",Lahore
Honda Pridor  2021 ,PKR 1.85 lacs,2021,"14,100 km",Lahore
Honda Pridor  2020 ,PKR 1.3 lacs,2020,"50,000 km",Lahore
Road Prince 70 Passion Plus  2020 ,"PKR 55,000",2020,"20,000 km",Lahore
United US 70  2024 ,"PKR 85,000",2024,"5,000 km",Sargodha
Yadea GT30  2025 ,PKR 1.6 lacs,2025,950 km,Peshawar
Super Power SP 70  2014 ,"PKR 26,500",2014,"54,688 km",Bahawalpur
Honda CG 125  2024 ,PKR 2.12 lacs,2024,"4,850 km",Multan
Suzuki Sprinter  1979 ,"PKR 65,000",1979,"10,000 km",Karachi
Benelli 302 R  2018 ,PKR 10.4 lacs,2018,"16,250 km",Rawalpindi
Honda CD 70  2019 ,"PKR 99,000",2019,"10,000 km",Multan
Road Prince Other  2018 ,"PKR 39,500",2018,"10,000 km",Lahore
Unique Xtreme UD 70  2021 ,"PKR 65,000",2021,"1,000 km",Nawabshah
Honda CG 125  2023 ,PKR 2.15 lacs,2023,"13,565 km",Rahim Yar Khan
Honda CG 125  2022 ,PKR 1.65 lacs,2022,"10,000 km",Sargodha
